Text,Score
كأس العالم 1998أقيمت فيفرنسافي الفترة من10 يونيوإلى12 يوليو1998، واختيرتفرنسالتنظيم البطولة في2 يوليو1992في مدينةزيورخالسويسرية،وتعتبر هذه البطولة هي الأولى التي تشهد مشاركة اثنين وثلاثين فريقاً بدلاً من أربعة وعشرين في البطولة التي سبقتها عام1994بالولايات المتحدة الأمريكية.سجل في البطولة 171 هدفاً، وهو أكبر عدد إجمالي للأهداف سجل في بطولة واحدة.,10.0
أقيمنهائي كأس العالم 1998علىملعب فرنساوالذي شهد حضور 75 ألف متفرج،بين فاز بالكأس البلد المنظمالمنتخب الفرنسيوالمنتخب البرازيلي.واستطاعتفرنساالفوز بنتيجة عريضة قوامها 3-0، محققة بذلك أول بطولة كأس عالم في تاريخها، بعد مستوى مميز من اللاعبزين الدين زيدان.,10.0
أقيمتكأس العالم 2002في نسختها السابعة عشر بتنظيم مشترك لكل منكوريا الجنوبيةواليابان. وتعتبر هذه البطولة هي المرة الأولى التي يشترك بلدان في استضافتها،كما أنها المرة الأولى التي تقام في قارة آسيا.وهي البطولة الأخيرة التي يتأهل فيها حامل اللقب للنهائيات دون خوض التصفيات.,10.0
لعبنهائي كأس العالم 2002بينألمانياوالبرازيلعلىملعب يوكوهاما الدوليفييوكوهاما،اليابان،فكانت هذه المباراة أول مواجهة بين الفريقين في تاريخ بطولات كأس العالم، واستطاعمنتخب البرازيلالفوز بنتيجة 2-0 لتفوز باللقب الخامس، بهدفين سجلهمارونالدو.شهدت المباراة الظهور الثالث على التوالي لكابتن المنتخب البرازيلي آنذاككافوفينهائي كأس عالم، وهو إنجاز لم يسبق لأحد تحقيقه في تاريخ بطولات كأس العالم.,10.0
في النسخة الأولى من بطولات كأس العالم، لعبنهائي كأس العالم 1930أمام أكثر من 80 ألف متفرجبملعب سنتيناريوفي العاصمة الأوروغوايانيةمونتيفيديو. على الرغم أن الملعب لم يكن جاهزاً خلال منافسات البطولة، فلعب المباريات علىملعب بوكيتوسوملعب غران بارك سنترال. بعدها بأربع سنوات،استضافت إيطاليا منافساتكأس العالم 1934، وتم اختيار ملعبملعب الحزب الوطني الفاشيفي العاصمة الإيطاليةروماليستضيفنهائي كأس العالم 1934، والذي يمتلك قدرة استيعابية تصل إلى 70 ألف متفرج.,10.0
في بطولةكأس العالم 1938والتي أقيمت فيفرنسا، اختارت الحكومة الفرنسيةملعب اولمبيك دي كولومبوسللعب المباراة النهائية، وهو ملعب متعدد الاستخدام بني في عام 1922 لاستضافةألعاب أولمبية صيفية 1924بسعة 45 ألف متفرج، قامت الحكومة الفرنسية بتطوير الملعب ووصل إجمالي سعته إلى 60 ألف متفرج، وبالتالي استضافنهائي كأس العالم 1930.أما في بطولةكأس العالم 1950والذي أقيم فيالبرازيل، بنيملعب ماراكانافي مدينةريو دي جانيروخصيصاً لنهائيات لتلك المنافسة، وكان وقتها يستوعب نحو 199.854 متفرج، وبذلك أصبحنهائي كأس العالم 1950الذي أقيم بينالبرازيلوالأوروغواي، أكبر النهائي الذي شهد حضور جماهيري فيتاريخ كأس العالم.,10.0
في بطولةكأس العالم 1954التي استضافتهاسويسرا، تم تقسيم المنتخبات المشاركة على 4 منتخبات، ولعبت المباريات على 5 ملاعب مختلفة، بينما لعبنهائي كأس العالم 1954في عاصمة سويسرا الإداريةمدينة بيرن، علىملعب وانكدورفالذي يتسع ل 60 ألف متفرج. أقيمت فيالسويدبطولةكأس العالم 1958، وأعلنت السويد عن بناء ملاعب جديدة في مدينتيمالمووغوتنبرغ، وقامت أيضاً بإعادة ترميمملعب راسونداالذي يقع في مدينةسولنالاستضافةنهائي كأس العالم 1958، بعدما أصبح قادراً على استيعاب 50 ألف متفرج.فيكأس العالم 1962والذي أقيم فيتشيلي، أقيمنهائي كأس العالم 1962علىملعب تشيلي الوطنيفي العاصمةسانتياغو، وبحضور أكثر من 70 ألف متفرج.,10.0
تم اختيارإنجلترالاستضافة فعالياتكأس العالم 1966، فتم تخصيص 8 ملاعب لمنافسات البطولة منهاملعب فيلا باركوملعب ايريسوم باركوغوديسون باركوملعب روكر باركوملعب أولد ترافوردوملعب هيلسيبرهوملعب وايت سيتي، بينما تم اختيارملعب ويمبلي القديمالذي شيد لاستضافةنهائي كأس العالم 1966حيث يتسع وقتها لأكثر من 90 ألف متفرج.في نسخةكأس العالم 1970، اختيرملعب أزتيكاالذي يقع فيمكسيكوعاصمةالمكسيك، والذي يسع لجلوس 105 آلاف متفرج لخوضنهائي كأس العالم 1970.بينما في بطولةكأس العالم 1974التي أقيمت فيألمانيا، تم اختيار 10 ملاعب لاستضافة منافسات البطولة، ووقع الاختيار علىملعب ميونخ الأولمبيمن تلك الملاعب العشرة، والذي كان مقراً رئيسياًللألعاب الأولمبية الصيفية عام 1972، لاحتضاننهائي كأس العالم 1974.,10.0
في بطولةكأس العالم 1978التي أقيمت فيالأرجنتينتم اختيار 6 ملاعب لاستضافة المنافسات، وهمملعب خوزيه ماريا مينيلاوملعب مالفيناس أرخنتيناسوملعب جيغانتي دي أروييتووملعب ماريو ألبيرتو كيمبسوملعب خوسيه آمالفيتانيوملعب أنتونيو فيسبوكيو ليبرتي. وتم اختيارملعب أنتونيو فيسبوكيو ليبرتيفي مدينةبوينس آيرسلاحتضان مباراةنهائي كأس العالم 1978.,10.0
في بطولةكأس العالم 1982التي أقيمت فيإسبانيا، لعب منافسات البطولة على 17 ملعباً في 14 مدينة مختلفة، لكن شرف استضافةنهائي كأس العالم 1982كان من نصيب ملعبسانتياغو بيرنابيووبحضور 90 ألف متفرج.أقيمت بطولةكأس العالم 1986في المكسيك مرة أخرى بعد بطولةكأس العالم 1970ولم يختلف الحال كثيراً عما مكان في بطولةكأس العالم 1970، حيث استضافملعب أزتيكاوالذي يسع لجلوس 105 آلاف متفرج لخوضنهائي كأس العالم 1986، وبهذا أصبحملعب أزتيكاأول ملعب يستضيف نهائي كأس عالم مرتين.احتضتإيطاليابطولةكأس العالم 1990، وكان شرف احتضان المباراة النهائية من نصيبملعب أولمبيكوفي العاصمة الإيطاليةروماوبحضور 73 ألف متفرج.,10.0
استضافتالولايات المتحدة الأمريكيةنهائياتكأس العالم 1994، وأقيمت المباراة النهائية فيباسادينابولايةكاليفورنياعلىملعب روس بول، في مباراة جمعت بين المنتخبالبرازيليوالمنتخبالإيطالي، وبحضور أكثر من 94.194 متفرج.آخر بطولة كأس عالم أقيمت في القرن العشرين هي بطولةكأس العالم 1998فيفرنسا، وأقيمنهائي كأس العالم 1998علىملعب فرنسا، في مباراة شهدت حضور 75 ألف متفرج، شاهدوا تتويج المنتخب الفرنسي باللقب الأول له.أقيمت بطولةكأس العالم 2002لأول مرة فيقارة آسياوتحديداً فيكوريا الجنوبيةواليابان. لعب المباراة الافتتاحية علىملعب سيولفيسيولعاصمةكوريا الجنوبية، ولهذا أقيمنهائي كأس العالم 2002فياليابانوتحديداًبملعب يوكوهاما الدوليبمدينةيوكوهاماوبحضور 69 ألف متفرج.,10.0
"رجعت البطولة مرة أخرى لقارةأوروباعندما استضافألمانيابطولةكأس العالم 2006، فتم تجهيز 12 ملعباً في 12 مدينة مختلفة، لكن شرف استضافةنهائي كأس العالم 2006كان من نصيبالملعب الأولمبيفي برلين، وأمام 69 ألف متفرج.أقيمت بطولةكأس العالم 2010فيجنوب أفريقيا، وهي المرة الأولى التي تستضيف بها القارة السمراء بطولة كأس العالم، وأقيمتالمباراة النهائيةعلىستاد البنك الوطني الأولفي مدينةجوهانسبرغبحضور ما يقارب 85 ألف متفرج.فيكأس العالم 2014فيالبرازيل، ولُعِبَنهائي كأس العالم 2014بحضور 75 ألف متفرج علىملعب ماراكاناالشهير في مدينةريو دي جانيرو، مثلما حدث في بطولةكأس العالم 1950، ويصبح بذلكملعب ماراكاناثاني ملعب يستضيف نهائيي كأس العالم بعدملعب أزتيكافي العاصمة المكسيكيةمكسيكو.أقيمت البطولة الأخيرة وهي بطولةكأس العالم 2018فيروسيا، وقد لُعِبَتْالمباراة النهائيةعلىملعب لوجنيكيوبحضور 78,011 ألف متفرج.في المباراة التي شهدت فوز منتخبفرنساباللقب للمرة الثانية في تاريخه بعدما تغلب على منتخبكرواتيابنتيجة 4-2.",10.0
وفي بطولةكأس العالم 1998، أعلنتأديداسعن كرةتريكلور، وهي أول كرة متعددة الألوان في بطولة كأس العالم.لم تتوقف ابتكارات شركةأديداسعند هذا الحد، بل قامت بصنع أول كرة قدم ذو تصميم الثلاثي في بطولةكأس العالم 2002، أطلق عليها اسمفيفرنوفا.ثم طرحت كرةتيمغايستببطولةكأس العالم 2006.وفي بطولةكأس العالم 2010أعلنتأديداسعن كرةأديداس جابولاني، التي انتقدها الكثير من لاعبي كأس العالم، وخصوصاً حراس المرمى، إذ اشتكوا من صعوبة توقُّع مسار حركتها للتمكُّن من صدها.,10.0
وفي النسخة الأخيرة من كأس العالم -كأس العالم 2018- تم الإعلان عن كرةأديداس تلستار 18(بالإنجليزية:Adidas Telstar 18)، وهي الكرة الرسمية لبطولةكأس العالم 2018المقامة فيروسيا، صُممت الكرة من قبل شركةأديداسالرياضية فيألمانيا،وهي الشريك الرسميللاتحاد الدولي لكرة القدموالمورد الرسميلكرات كأس العالممنذ بطولةكأس العالم 1970.حيث تم استخدام المنتج الأول لشركةأديداسفيكأس العالم 1970وهي كرةأديداس تيليستار،ومنذ ذلك الوقت تقوم شركةأديداسالرياضية بتصميم الكرات المخصصة لكأس العالم.وتم اختيار هذا الاسم بسبب ما تستحضره أديداس تيليستار من ذكريات لا تنسى، خاصة من نهائياتكأس العالم 1970،التي شهدت تألق مجموعة من أعظم الأساطير أمثال البرازيليبيليهوالألمانيغيرد مولروالإيطاليجاشينتو فاكيتيوالأوروغويانيبيدرو روكاوالإنجليزيبوبي مور.,10.0
في بدايات كأس العالم كان التحكيم صعباً جداً، وعادة ما يلقى انتقادات من المنافسين، بسبب عدم وجود قوانين واضحة وبسبب تفسير المختلف للقوانين من قبل الحكام. ففي بطولةكأس العالم 1930كان للحكم الحق في استبعاد لاعبين فقط، ففي مباراةتشيليوالأرجنتين، صرح الحكم البلجيكيجون لانجينيس:«أود أن استبعد 22 لاعباً»، بسبب العنف التي شهدتها المباراة.حدث تغييرات عديدة فيتاريخ كأس العالم، ففي عامكأس العالم 1938تم وضع أرقام اللاعبين على القمصان،وسمح باستبدال اللاعب المصاب.,10.0
كانت البطاقات الحمراء والصفراء تعطى شفهياً، ففي بطولةكأس العالم 1966، خسرالأرجنتينمنالمنتخب الإنجليزيبنتيجة 1-0، في مباراة شهدت جدلاً تحكيمياً عندما سجل الإنجليزيجيوف هورستهدفاً لبلاده من وضعية التسلل،بعدها طرد الحكم قائدالأرجنتينأنطونيو راتينبعدما تلفظ بألفاظ باللغة الإسبانية،في حين الحكم الألماني الذي كان يقود اللقاء كان لا يتكلم بالإنجليزية،فقرر الحكم طرده بسبب تعابير وجهه التي استنتج من خلالها على سوء تصرف اللاعب.بينما صرحأنطونيو راتينأنه طلب من الحكم الإتيان بمترجم ليترجم لنا ما تقوله.وبسبب تلك الحادثة، أقرالاتحاد الدولي لكرة القدماستخدامالبطاقتين الصفراء والحمراء.بعد أن كانت في السابق شفهيًا.,10.0
من جهة أخرى، كانت ولا زالت بعض القرارات في بطولات كأس العالم محل جدل ونقاش إلى يومنا هذا، ففيكأس العالم 1966سجل لاعب المنتخبالمنتخب الإنجليزيجيوف هورستهدفاً من وضعية التسلل علىالأرجنتينوانتهى اللقاء بهدف نظيف، أيضا في نفس البطولة وتحديداً فينهائي كأس العالم 1966، بين المنتخبينالإنجليزيوالألماني الغربي، وفي بداية الشوط الإضافي الأول سجلجيوف هورستهدفاً إنجليزياً في مرمى حارس المنتخب الألماني، ولكن مساعد الحكم الأذربيجانيتوفيق بهراموفأخبر حكم المباراة آنذاك السويسريغوتفرايد دينستأن الكرة قد تجاوزت الخط،وأعلن الحكم عن صحة الهدف الذي سجله جيوف هورست مما أغضب اللاعبين الألمان واحتجوا على القرار.يذكر أن التقنية الحديثة استخدمت لتأكيد صحة الهدف،لكن التحليل أظهر عدم صحة الهدف، حيث لم تتجاوز الكرة كامل محيطها.,10.0
بطولةكأس العالم 1990حصل فيها العديد من التغييرات فبعد بطولةكأس العالم 1990والتي اعتبرها الكثير من أكثر البطولاتمللاًبسبب انخفاض معدل إحراز الأهداف بصورة ملحوظة، حيث بلغ 2.21 وهو الأقل منذ بداية بطولة كأس العالم.علاوة على ذلك كثرة استخدامالبطاقات الحمراء، قامالاتحاد الدولي لكرة القدمبمنح الفائز 3 نقاط عضواً عن نقطتين، كما تم تغيير قانون إعادة الكرة إلىحارس المرمىوذلك بمنع قيام الحارس بالإمساك بالكرة في حال تم إرجاعها من زميله في الفريق، وتم تطبيق تلك التغييرات بدءًا منكأس العالم 1994.,10.0
"وفيكأس العالم 2002حددالاتحاد الدولي لكرة القدمعدد لاعبي المنتخبات بواقع 23 لاعباً منهم 3حراس مرمى، ويحق لكل منتخب أن يقوم بتبديل أي لاعب أصيب إصابة بالغة بشرط أن بكون أخر موعد للتبديل هو 24 ساعة قبل أول مباراة للمنتخب في البطولة.أيضاً فيكأس العالم 2006، تلقىجوسيب سيمونيتشلاعبالمنتخب الكرواتي3 بطاقات صفراء في مباراة واحدة (في الدقيقة 61', 90', 93+') من الحكمغراهام بولفي مباراةمنتخب كرواتياضدمنتخب أسترالياقبل أن يُطرد في الدقيقة 90، لكن الفيفا غير التقرير ليشمل فقط بطاقتين في الدقيقة 61 و93.",10.0
تعرضتتقنية الفارالحديثة إلى الكثير من الانتقادات، خاصة في مبارياتالمجموعة ب.ففي مباراةإسبانياوالبرتغال، وضحت الإعادة التلفزيونة عن عدم صحة هدفدييغو كوستابعدما عرقل البرتغاليبيبي، بيد إن الحكم لم يلجأ تقنية الفار.وفي مباراةإيرانضدالبرتغالرفض حكم مباراة الباراغويانيإنريكي كاسيريساستخدام تقنية الفيديو أمام مطالبة لاعبي ومدرب منتخب إيران بركلة جزاء كان سيؤدي احتسابها وتسجيل هدف منها لإقصاءالبرتغالوتصدرإيرانالمجموعة.وفي المباراة الأخرى بينإسبانياوالمغرب، كانت الاعتراضات أكثر صراحة، بعد أن قرر حكم الساحة الأوزبكيرافشان إيرماتوفاستخدام تقنية الفار للتأكد من صحة هدف التعادل لمنتخبإسبانياوالذي سُجل في الدقيقة 91 من المباراة، بعد أن رفع الحكم المساعد رايته معلناً عن تسلل، لكن الحكم قرر أن الهدف صحيح.هاجم العديد من اللاعبين والمدربين التقنية، فصرح لاعبالمنتخب المغربينور الدين أمرابطوهو يوجه كلمات للجماهير قائلاً إن تقنية الفيديو عبارة عن «هراء»، فيما اعتبر مدربمنتخب إيرانالبرتغاليكارلوس كيروشقائلاً إن تقنية الفيديو «لا تمتلك أسس واضحة لاستخدامها».,10.0
كلفت الفيفا بصنع بديل للكأس في بطولة1974. استلمت الفيفا 53 عرضا تقديما مننحاتونمن سبع دول.وقامت اللجنة باختيار الفنانالإيطاليسيلفيو غازانيغالشرف صناعة الكأس الجديدة، بلغ ارتفاع هذا الكأس المقترحة 36.5 سم (14.4 بوصة).. ويتكون من 5 كجم (11 رطل) من الذهب عيار 18 بنسبة 75 ٪ مع قاعدة قطرها 13 سم (5.1 بوصة) مكتوب عليها كأس العالم لكرة القدم والتي تحتوي على طبقتين منالمرمر، أكد مارتن بوليكوف أن الكأس مجوف ولكنه متين لأنه إذا كان مصمتا سيكون وزنه من 70-80 كجم وسيكون ثقيلا جدا للحمل.,10.0
"تم صناعة الكأس فيبيرتونيبميلانو. في مدينةباديرنو دونيانو، ووصل وزنه الكلي إلى 6.175 كجم (£ 13,6) ويصور اثنين من الشخصيات البشرية يمسكالأرض. وصف جازانيجا فكرة تصميم الكأس بأنها "" خطوط الربيع الخارجة من قاعدة وترتفع على شكللولبي، وتمتد يدها إلى الخارج لكي تلمس العالم. وصورت الفكرة على شكل اثنين من الرياضيين في لحظة النصر، بلغت تكلفة إنشاء هذه الكأس وقتها 50 ألف دولار، وأصبحت قيمته الحالية ما تعادل 10 ملايين دولار.",10.0
يتم نقش اسم الفريق الفائز بالبطولة في خلفية الكأس تبدو غير مرئية إذا حمل الكأس من الأمام. ينقش اسم العبارة والسنة بلغة الفائز،مثال: 1994 Brasil (بالبرتغالية) و 1974 Deutschland (بالألمانية)، حتى بطولة 2010 بلغت عدد الأسماء المحفورة على القاعدة 10 فائزين. لا يعرف أحد حتى الآن ما هو مستقبل الكأس بعد أن تمتلئ كل من منطقة الأسماء في قاعدته، وهذا غالبا لن يحدث حتى بعد نهائيات بطولة2038، تنص لوائح الفيفا الآن أن الكأس الحالية (على عكس ما سبق) لا يمكن امتلاكها مدى الحياة، يحتفظ الفائز بالبطولة بالكأس الأصلية لمدة 4 سنوات ثم يحصل بعدها على نسخة طبق الأصل منه مطليه بالذهب ويحتفظ بها مدى الحياة.,10.0
التميمةأوالتعويذة(بالإنجليزية:mascot) عبارة عن مجسم أو دمية لشخص أو لحيوان أو لكائن يستخدم كشعار للبطولات الرياضية، تستخدم التمائم في البطولات الرياضية عموماً لأغراض ترويجية وتسويقية، بالإضافة لكونها تطفي جواً من المرح والبهجة بين الجماهير. وتستخدم كذلك في مقاطع رسوم متحركة أو في العروض التلفزيونية. وتستخدم التمائم أيضا للقيام بجولات خيرية.,10.0
مصطلحالتعويذة(بالإنجليزية:mascot) يرجع الي النطق الفرنسي لكلمة (بالفرنسية:mascotte). فيكأس العالم 1966تم اختيار التميمة من قبل إتخد المسؤولون الإنجليز وأعضاءالاتحاد الدولي لكرة القدمقراراً بوضعتميمةخاصة بالكأس وترمز لرمز إنجليزي خالص، ففكروا بوضع تميمةالأسد ويليوتعتبر هذه التميمة أول تميمة لكأس العالم وهي واحدة من التمائم الأولى التي تترافق مع المنافسة الرياضية الكبرى.والتصاميم التميمة تظهر رموز يمثل ميزة للبلد المضيف (حلي، النباتات، الحيوانات، إلخ.).,10.0
آخر تميمية استخدمت هيزابيفاكا(الروسية:Забива́ка) (بالإنجليزية:Zabivaka) هو تميمة بطولةكأس العالم 2018فيروسيا. وهو عبارة عن حيوانالذئبذو الصوف البني والأبيض لابساً قميص مع عبارة «روسيا 2018» مع وضع وإزالة النظارات الرياضية البرتقالية، وهي نظاراتالتزحلق على الثلجحسب الثلج الذي يعم أرضموسكو.وقد استخدم مزيجاً من ألوانالأبيضوالأزرقوالأحمرفي لباس التميمة للدلالة على الألوان الوطنيةللمنتخب الروسي. صممت التميمية من قبل الطالبة الروسية إيكاترينا بوشاروفا،وتم اختيار التميمة عن طريق التصويت علىالإنترنت، وبمشاركة أكثر من مليون مصوت.,10.0
كرات كأس العالم لكرة القدمهيالكرة الرسميةالمستخدمة في مباريات كأس العالم لكرة القدم، حيث يتم تخصيص كرة محددة وبتصميم معين لكل بطولة على حدى وأصبحت حالياً بروتكول رسمي لأي بطولة، قرر الاتحاد الدولي لكرة القدم استخدام كرة قدم موحدة ومعتمدة لبطولات كأس العالم عقب الخلاف الشهير الذي حدث في النهائي الأول لكأس العالم وبالتحديد فينهائي كأس العالم 1930، عندما لعب النهائي بكرتين نتيجة خلاف بين الفريقين، الكرة الأولى منالأرجنتينواسمها «تايننتو» وكان المنتخب الأرجنتيني متقدماً 2-1، وفي الشوط الثاني قدم المستضيفالأوروغوايكرة أخرى كانت أكبر حجما وأثقل، وتنتهي المباراة بفوزمنتخب الأوروغوايبنتيجة 4-2.بعدها قررالاتحاد الدولي لكرة القدماستخدام كرة واحدة رسمية بمعايير محددة بدءاً من بطولةكأس العالم 1934، فأصبحت الكرة تستخدم في جميع مباريات البطولة.,10.0
وفي عام1962، تم اختيارأديداسكمصنع رئيسي لقائمة كرات كأس العالم، وأصبحت كرات البطولة من تصميمأديداسمن بطولةكأس العالم 1970لغاية يومنا هذا،عندما أعلنت عن كرةأديداس تيليستار، والتي استخدمت في بطولتيكأس العالم 1970وكأس العالم 1974.فتم استخدام كرةتانغوفي بطولتيكأس العالم 1978،وكأس العالم 1982.إلى أن جاءت بطولةكأس العالم 1986وأعلنت الشركة الألمانية عن أول كرة كأس العالم اصطناعية بالكامل وأول كرة يتم خياطتها باليد، أطلق عليها اسمأزاتيكا. وفي بطولةكأس العالم 1990تم كشف الستار عن كرةإيترسكو يونيكو، ثم عن كرةكويسترافيكأس العالم 1994.,10.0
تنظيم بطولة كأس العالم كانت تمنح أثناء انعقاد المؤتمر العامللاتحاد الدولي لكرة القدم. اختيارالدولة المستضيفةتثير الجدل دوماً حيث كان اختيار المكان الذي ستلعب فيه النهائيات أمرا صعبا، حيث تبلغ الرحلة منأمريكا الجنوبيةإلىأوروباأكثر من ثلاثة أسابيع، علاوة على ذلك أنها كانت محصورة بين دول قارةأوروبامن ناحية ودول قارتيأمريكا الشماليةوالجنوبيةمن ناحية أخرى. على سبيل المثال فإن منح شرف استضافة البطولة الأولى إلىالأوروغوايساهم في مشاركة 4 منتخبات أوروبية فقط.البطولتان التاليتان أقيمتا في أوروبا. البطولة الثالثة التي منحت استضافتها إلىفرنساسنة1938كانت مثار جدل حيث أن الاتحادات الأمريكية كانت تطالب بالمداورة بينها وبين نظرائها الأوروبية مما جعلالأرجنتينوالأوروغوايتقرران مقاطعة البطولة.,10.0
بعدالحرب العالمية الثانيةوتحديداً بعدكأس العالم 1958، ولتجنب حدوث مشكلات أخرى، قررالاتحاد الدولي لكرة القدمالمداورة بين دولأوروباوأمريكا، والذي استمر حتىكأس العالم 1998، حتى قامتاليابانوكوريا الجنوبيةبتقديم طلب مشترك لاستضافة النهائيات في عام2002، وبذلك أصبحت تلك البطولة أول بطولة تقام في قارةآسيا،وكأس العالم 2010فيجنوب أفريقياهو البطولة الأولى التي تقام فيأفريقيا.نظام الاختيار تغير إلى نظام تصويت سري عبر اللجنة التنفيذية التابعةللاتحاد الدولي لكرة القدم. يتم اتخاذ قرار منح الاستضافة قبل بداية البطولة بسبع سنوات على الرغم أنبطولة 2022تم اختياره بالتزامن مع اختيار مستضيفبطولة 2018.,10.0
الدول التي نالت شرف الاستضافة مرتين هيالمكسيك،فرنسا،إيطاليا،وألمانيا،والبرازيل.ملعب أزتيكاالذي يقع في مدينةمكسيكوالوحيد الذي استضاف المباراة النهائية مرتين.ملعب ماراكانافي مدينةريو دي جانيروأصبح الملعب الثاني الذي يستضيف المباراة النهائية مرتين بعد نهاية بطولةكأس العالم 2014، حيث كانت الأولى فيكأس العالم 1950على الرغم أن نظام البطولة في ذلك الوقت لم يكن فيه مباراة نهائية بل ختامية.,10.0
وفي تصويت بطولتي2010و2014كان التصويت بين دول اتحاد قارة واحدة، وتم إقامة بطولةكأس العالم 2014فيأمريكا الجنوبية، وهي المرة الأولى التي تقام فيأمريكا الجنوبيةمنذكأس العالم 1978.في عام2004صوتاتحاد أمريكا الجنوبيةلمنحالبرازيلالثقة في استضافة كأس العالم، ولكن في عام2006قررتكولومبياالدخول في المنافسة لاستضافةكأس العالم 2014. وقد منحت اللجنة التنفيذية التابعة للاتحاد الدوليروسياشرف استضافةكأس العالم 2018. وهذه المرة الأولى تستضيف روسيا النهائيات. وتنافستروسياعلى الاستضافة معانكلتراوملف مشتركلإسبانياوالبرتغالوآخرلهولنداوجارتهابلجيكا.كما منحت اللجنة التنفيذية التابعة للاتحاد الدولي لكرة القدم قطر شرف استضافةكأس العالم 2022، وهذه المرة الأولى التي تستضيف بهادولة عربيةومنالشرق الأوسطحق استضافة كأس العالم.,10.0
كأس بطولة كأس العالمهو كأسذهبييكافئ به الفائز ببطولة كأس العالم. قدم حتى الآن كأسان مختلفان للفائزين بالبطولة منذ بدايتها عام1930وهما: كأسجول ريميهمن عام1930إلى عام1970،وكأس بطولة كأس العالممن عام1974حتى الآن. أول كأس قدمت هي (كأس النصر) لكن لاحقا أعيد تسميته على اسم رئيسالاتحاد الدولي لكرة القدمالفرنسيجول ريميهباعتباره الأب الروحي للبطولة وصاحب فكرتها تكريما له.فازتالبرازيلبالكأس في1970إلى الأبد مما دفعالاتحاد الدولي لكرة القدمإلى إنشاء كأس بديل. ولكن في عام1983سرقت كأسجول ريميهولم تستعاد قط. الكأس الحالي يسمىكأس الفيفا لبطولة كأس العالم(بالإنجليزية:FIFA World Cup Trophy) وقدم في عام1974. وهو مصنوع من 18قيراطذهبمع قاعدة من المرمر يصور شخصيتان من البشر يحملانالكرة الأرضيةوالفائز به حاليا هوالمنتخب الارجنتينيفي 2022.,10.0
تعتبركأس جول ريميهأول كأس يستخدم في كأس العالم. في الأصل كان يسميبكأس النصر، ولكن سمي بعد ذلك بكأس العالم (بالفرنسية:Coupe du Monde)، وتم تبديل اسمه رسمياً في عام1946، تكريماً لدور رئيسالاتحاد الدولي لكرة القدمالفرنسيجول ريميهالذي سعى بجهود مضنية لإحياء لبطولة مرة أخرى والعمل على انطلاقها أثناء عام1929.صمم الكأس بواسطةأبيل لافلورالذي صنعه منالذهب الخالصذو قاعدة منالرخام الأبيض،وقد تم تصميم الكأس على تمثال مجنح بالإله نايكالمعروفبإله النصرعنداليونان، تحمل على رأسها قدر ذهبي كرمز لتتويج الفريق المنتصر بالبطولة.,10.0
أثناءالحرب العالمية الثانيةوحينما كان الكأس بحوزةالمنتخب الإيطاليالفائز بالنسخة الثالثة في عام1938. قام أوترينو براسي نائب رئيسالاتحاد الدولي لكرة القدمورئيساتحاد إيطاليا لكرة القدمبنقل الكأس سراً من بنك فيروماوخبأه في علبة أحذية تحت سريره لمنع القوات المتحاربة من الاستيلاء عليه،وبعد ذلك تم إخراج الكأس عام1950ليذهب إلىسويسراالتي كانت تستضيف البطولة وقتها.في20 مارس1966، قبلكأس العالم 1966بأربعة شهور فيإنجلتراسرقتكأس جول ريميهمن قبل لص خلال المعرض العام في قاعةمنستيرالمركزية،ثم عُثِر عليه بعد أسبوع من سرقته ملفوفا فيصحيفة، أسفل سياج حديقة في أحد ضواحي نوروود جنوبلندن، وعثر عليه كلب مسمى ببيكلز.,10.0
وفي عام1970فازالمنتخب البرازيليبالبطولة للمرة الثالثة، مما سمح لهم طبقاً للقوانين الذي نص عليهاجول ريميهفي1930، بالاحتفاظ بالكأس الحقيقي للأبد.وضعت الكأس في مقراتحاد البرازيل لكرة القدمالذي يقع فيريو دي جانيروداخل كابينة أمام زجاج المضاد للرصاص. ولكن في19 ديسمبر1983، سُرِقَ الكأس من الكابينة للمرة الثانية بعد سرقته عام1966من قبل أربعة رجال كان محكوما عليهم غيابيا. ولم يتم استعادة هذه الكأس لغاية الآن.,10.0
دوري أبطال أوروبا(بالإنجليزية:UEFA Champions League)، والتي يشار إليها عادةًبدوري الأبطالفقط (بالإنجليزية:Champions League)، هي بطولةكرة قدمأوروبية سنوية ينظمهاالاتحاد الأوروبي لكرة القدممنذ عام1955لأفضل أندية كرة القدم فيأوروبا.,10.0
تعد هذه البطولة هي أهم بطولة فيكرة القدمعلى مستوى الأندية في العالم،إذ تعدّ المباراة النهائية للبطولة أكثر الأحداث الرياضية السنوية مشاهدةً في جميع أنحاء العالم، فهي تجذب أكثر من 100 مليون مشاهد تلفزيوني.,10.0
كانت البطولة، قبل عام1992، تسمى رسمياًكأس الأندية الأوروبية البطلة، وفي العادة يشار إليها باسمكأس أوروباأوكأس أبطال أوروبا. وكانت البطولة في البداية بنظام خروج المغلوب وكان يلعب فيها بطل الدوري لكل دولة فقط إضافة إلى حامل اللقب الذي يشارك في النسخة التالية للدفاع عن لقبه. بدأت البطولة تتوسع في سنة1990، حيث تم دمج مرحلة المجموعات من ذهاب وإياب وزيادة عدد الفرق. وفي عام1993تحولت إلى اسمها الجديد والحالي (دوري أبطال أوروبا) وتم زيادة عدد الفرق حتى أصبحت البطولة حاليا مكونة من 32 نادياً. لتبدأ النسخة الجديدة لدوري أبطال أوروبا فيموسم 1992–93.,10.0
